id,name,description
works/82923,So young,1990 film by Fiona Cochrane
works/73505,Tanglewood Music School and Music Festival,1949 film
works/77299,The Invisible children,1979 film
works/82394,Australian women: their history and achievements,1992 film by Anne Cowden
works/85717,Entropy,1972 film
works/77358,Riding for the disabled,1982 film by Antonius Kroger
works/68259,Gymnastics in the primary school,1972 film
works/68989,Interdependence of Pond Life,film
works/117258,The Gasifier,2011 film by Jessica Scott
works/69911,Children's thought and language,1971 film
works/72498,Say bow-wow,1964 film by Gil Brealey
works/81504,A Vous la France!,1984 film
works/117338,Fishing on the Diamantina,APR 2011 film
works/77681,Quest for power,1982 film
works/67849,From Doric to Gothic,1954 film by Andre Gillet
works/68772,I'm the same as everyone else,1976 film by Tony Douglas
works/72885,The Skilled worker,1958 film by Morten Parker
works/110489,Metamorphs: 1st year Swinburne Multimedia Design Project,2006 film
works/82563,Child development,1992 film
works/80290,Ships of the desert,1984 film by Scott Lambert
works/65286,Beaver dam,1960 film
works/116972,Italian settlement in the Yarra Valley,SEP 2007 film
works/74520,Water: the effluent society,1976 film
works/73303,String choir,1938 film
works/72718,Shakespeare's island,1971 film by Lorna Pegram
works/65670,The Bulk Link,1974 film
works/72360,Routes du soleil,1960 film by Max Sautet
works/68703,I am an engineer,1969 film by Ron Parks
works/67166,Energy highway,1976 film by Dennis Hill Productions
works/110639,Test pattern,2006 film
works/91977,Churchill-Redman: P.5 model,1960 film
works/97140,Measure metric: length 2: a thousand clicks,1976 film
works/82107,Maturing and aging,1989 film
works/98516,1984 revisited,1983 film
works/80068,Looking into hardware for business computing,1989 film
works/74371,The Village notary,1953 film by Pierre Arbour
works/85667,Dealing with difficult people,1997 film
works/90613,The Green plant,1933 film
works/70999,Notes on the passage of time,1979 film
works/65505,Blue Ice,1954 film by Phillip Garth Law
works/97651,Lefty the eye,1981 film
works/70349,Michelangelo and his art,1963 film
works/64992,Ask an Australian about her household,1975 film by Kay Roberts
works/73781,Three of our children,"1958 film by Nicholas Read, Ramon Estella"
works/72132,Rembrandt. Part II: life and art,1962 film
works/109290,Face and form. Part 1,film
works/74250,Using lenses. Part 2: zoom and other lenses,film
works/70702,Music in the wind,1945 film
works/72627,Seeds of a new life,"1976 film by Nigel Evans, Richard Mordaunt"
works/76318,The People's land,1941 film by Ralph Keene
works/117653,"Time Again: narrative, history and identity in the work of David Bowie",2015 film
works/70031,Making a wira,1969 film by Ian Dunlop
works/96201,Australian diary. No. 070,1953 film by Jack S. Allan
works/78326,Towards a discourse on the phenomenology of the amateur cinema,1985 film by John Nicoll
works/87935,The Line,1970 film by Christopher McGill
works/98310,Trout that stole the rainbow,1982 film by Eva Szasz
works/72252,The Rising sun,1945 film by Philip Dorte
works/117908,Spotlights: Bob Connolly,2020 film
works/61005,Slide 7,1908 film
works/86983,Heartlands : good work,1985 film
works/74152,U.N. Kindergarten,1960 film
works/119303,The Last Tram,2020 film
works/72698,Sewage disposal,1945 film by Malcolm Stewart
works/109727,Memory packs,2002 film by Julie Shiels
works/78398,Alexander and the car with a missing headlight,"1966 film by Peter Fleischmann, Cynthia Freitag"
works/69411,Kingfisher,1976 film
works/73082,Advanced science: the spectrograph,1954 film by Morag MacLennan
works/82182,Judgement and decision making,1989 film
works/96209,Australian diary. No. 082,1955 film by Jack S. Allan
works/91796,Automation of S.I.P. machines,1970 film by J Mahrer
works/109411,Binary,2002 film by Mike Daly
works/72590,The Searching eye,1969 film
works/99109,Here's to your health: infectious diseases,1987 film
works/117336,The Battle of Coral,APR 2011 film
works/78024,Anna,1984 film by Gordon Glenn
works/76824,The Mondragon experiment,1980 film
works/68819,In memoriam: Harold Holt,1968 film
works/74117,Two decades,1967 film
works/86988,Heartlands with Dean Graetz : water,1983 film
works/76451,Protist ecology,1975 film
works/71704,Population ecology,1963 film
works/82242,Italy,1988 film
works/96399,Playing the game,1968 film
works/110217,"Eyes, lies & illusions",2006 film
works/95685,Orchids of Victoria,film
works/67672,Focus on oil,1954 film by Derek Mayne
works/69797,Living arts of Japan,1960 film
works/114121,Embrace,2000 film by Kerreen Ely-Harper
works/74100,TV graphics: a training programme,1968 film by Muhip Babalik
works/116960,Stories from Yambuk Youth,2010 film by Kim Montgomery
works/64643,Alcohol: the problem with drinking,1979 film by Sherry James
works/70488,Mirror of Germany. No. 267,1977 film
works/77647,Linderidge 137,1980 film by Paul Denby
works/75593,High Hopes,film
works/98617,The Laser beam,1982 film by Leo A. Handel
works/67786,Le Francais par le film. No. 06,1950 film
works/69453,Kryfto: give them a chance,1959 film by Michael Palmer
works/72459,Salmon people,1977 film by Tony Westman
works/75869,Cork in Portugal,1969 film
works/77217,Moonchild,1981 film by Anne Makepeace
works/65486,Bleeding: what to do,1973 film by Yehuda Tarmu
works/77449,Gogodala: a cultural revival,1982 film by Chris Owen
works/96003,Water: a first film,1968 film
works/109182,Sharpies,c. 1975 film
works/74949,World War I: The Background,1960 film
works/83648,Il re pastore,1989 film by Brian Large
works/76742,No fences for Baronne: Baronne Champs libres,1970 film by Claude R Camredon
works/71121,One day on the farm,1955 film
works/65593,The Breath of Life,1985 film by Stuart Urban
works/77446,Gift of earth Fiji,1980 film
works/97350,Animals hear in many ways,1968 film
works/94574,Oscar Wilde: spend thrift of genius,1986 film by Sean O'Mordha
works/92207,At the borders of the future.,1970 film by Nicolas Skrotsky
works/98421,Solutions: ionic and molecular. - 2nd ed.,1983 film
works/68278,"Hammers, chisels, punches and drifts",1944 film
works/87545,Skyhooks: the video collection,1984 film
works/109638,Annual leave 1952,1952 film
works/66932,Drip,1974 film
works/78339,Don't call me girlie,1985 film
works/66890,Dorothea Lange. Pt. 2: the closer for me,"1965 film by Richard Moore, Philip Greene"
works/96537,My brother Wartovo,1973 film by John Richardson
works/85821,Telephone technique,1948 film by Wesley Greene
works/88044,Newspaper story,1950 film
works/69706,Life on the western marshes,1945 film
works/70067,Mallee - land of challenge,1960 film by R.G. Downes
works/76441,Just the job,1979 film by Ron Saunders
works/73996,Trawling,1949 film
works/98404,Badminton,1982 film by Brian Clarkson
works/68737,Ice and water: a case study,1973 film
works/78476,Study Patterns Pt.2,film
works/108666,Ron's story,2001 film
works/79252,The Garden designers,1986 film
works/98694,De Gaulle: republican monarch,1978 film by Don Thompson
works/77568,Way to your neighbour,1981 film by Nedjeljko Dragic
works/68451,The High: drugs and you,1970 film
works/75629,Bridges,1977 film by David Hughes
works/72883,Skiing's different,1978 film by Edwin Moses
works/66337,Conquest of the sea,1963 film
works/116528,Setting the scene: Bazmark,film
works/72396,The Runaways,1959 film
works/111134,Mum and dad,MAY 2007 film
works/98194,Stages: Houseman directs Lear for The Acting Company,1980 film by Amanda C Pope
works/66777,A Different path: the kibbutz - search for a new society,1970 film by Jerome Blustein
works/79057,Serving People,1988 film
works/116642,A Day to remember,2009 film
works/99348,Vagabond. The Fireman. The Count. Behind the screen,1916 film by Charles Chaplin
works/83931,Freestyle nightclub,1991 film
works/75452,Soccer,1971 film by Don Murray
works/117209,"Jeff Lindsay in conversation with Sue Turnbull: Dark Tales, Serial Archetypes",MAR 2011 film
works/94992,Inside the kill box: fighting the Gulf War,2001 film by Kurt Sayenga
works/77433,Whatever Happened to the Murray River?,1982 film by Bruce McNaughton
works/97766,Track stars: the unseen heroes of movie sound,1979 film by Terry Burke
works/97799,Our clothes,1976 film by Bengt Almberg
works/74552,W.B Yeats: a tribute,"1950 film by John Desmond Sheridan, George Fleischmann"
works/92071,Elly,2000 film by Kate Riedl
works/66000,Chemistry of soapless detergents,1968 film by Sam Napier-Bell
works/117205,A Tale of two cinemas,2011 film by Jessica Scott
works/82834,Teenage mind and body,1992 film by Harry Ratner
works/65109,Australian diary. No. 106,1958 film by Jack S. Allan
works/97421,The Mallet,1977 film by Aca Ilic
works/98969,Let's not say goodbye,1985 film
works/90701,Ti-Jean in the land of iron,1958 film by Raymond Garceau
works/81237,The Secret Files of J. Edgar Hoover,1989 film by Jerry Kupcinet
works/67275,Evolution of Man,1967 film
works/97068,The Making of 'Butch Cassidy and the Sundance Kid',1970 film by George Roy Hill
works/65730,Camberwick Green,1966 film
works/74254,Using small equipment in movement education,1970 film by Glenn Kirchner
works/68549,Horizons unlimited,1966 film by Glyn Jones
works/89628,Endotracheal anaesthesia,1944 film by Margaret Thomson
works/80225,The Australian Royal Tours Collection 1901-1988,1988 film by John Mandleberg
works/84791,In search of a landscape,1978 film by Hannah Dunne
works/64953,Asian crescent,1964 film by Peter Hopkinson
works/92727,Icebreakers,2000 film
works/82697,Tiling floors,1987 film by Rick Mastelli
works/71511,Phagocytes the body's defenders,1964 film
works/72354,The Rough road to freedom,1960 film
works/76529,Derek Wickens: the oboe,1969 film by Muir Mathieson
works/77712,News for the Navy,1938 film by Norman McLaren
works/70715,My big chance,1977 film by Dennis Tupicoff
works/92063,Headfirst,1989 film
works/96518,Japan: the collective giant,1973 film
works/70723,Wattle ballad. No. 1. My old black billy,1961 film by Keith Gow
works/110252,Road to Alice,1992 film by Stavros Kazantzidis
works/65571,A Boy of the circus,1956 film
works/86054,Hokusai: 'Thirty-six views of Mount Fuji',1973 film
works/86181,The Young person's guide to the orchestra,1989 film by Robin Lehman
works/107383,Growing up in Fitzroy,JAN 2010 film
works/65712,Cables in the V.C.10,1965 film
works/82177,Aboriginal bark painting,1984 film
works/73580,Teeth: their structure and care,1956 film
works/81763,Pure steam: The Flying Scotsman in Australia,1988 film by Peter Henshaw
works/108092,Pharmaceutical girl,1997 film
works/117293,Game Masters: Hideo Kojima interview,FEB 2012 film
works/68930,Infancy,1973 film by Glen Howard
works/98570,What next?: career aspirations,1980 film
works/84333,The Final Academy Documents 1982,1982 film
works/78604,The Panda,1975 film
works/96256,SOS Galapagos Islands,1967 film
works/69089,Invitation to music,1947 film by Pietro Francisci
works/91741,Oil review. No. 13,1951 film
works/120102,#MorbiusSweep,03 APR 2022 film
works/96658,Selective breeding,1975 film
works/82029,Hope of the future: inferences in reading,1988 film by Pawel Kuczynski
works/98754,What's in a symbol?,1983 film by Gyorgy Karpati
works/64936,An Artist looks at churches,1959 film by John Taylor
works/98071,Special trade,1979 film by Ron Underwood
works/94872,Powaqqatsi: Life in transformation,1988 film by Godfrey Reggio
works/92006,The Buzz of rock and roll,1998 film by Dale Lynch
works/76700,Cecily,1974 film by Paula Reznickova
works/86459,The Maritime provinces of Canada,1943 film
works/72411,The Rutherford atom,1961 film by Quentin Brown
works/111033,Basil's adventure,2006 film
works/66718,Design and the engineer,1974 film by Evan Pearson
works/90342,The Politics of persuasion,1982 film by Martin Defalco
works/71978,A Quarter million teenagers,1964 film by Robert Churchill
works/71064,Oil review. No. 11,1951 film
works/70750,Narcotics: the decision,1961 film by Robert W Larsen
works/82575,Peter Pan,1953 film
works/74184,The Ungrateful land: Roch Carrier remembers Ste-Justine,1972 film by Cynthia Scott
works/97231,Populations,1978 film by David E. Barrow
works/73821,Tilt to the sun,1966 film
works/75323,Thirst,1977 film by Graham Chase
works/65039,Atom and agriculture,1952 film
works/82118,The Creation,1986 film by Peter Cooke
works/79079,Winners : Top Kid,1985 film
works/117090,Adapt to change or leave the land,JAN 2008 film
works/89922,Garrison at Dhurringile: officers p.o.w. camp Tatura,1944 film
works/85796,Courtney Jones and Doreen Denny,1960 film
works/117354,The Swifts Creek Bush Nursing Centre,OCT 2012 film by Csilla Csongvay
works/76084,If you don't come in Sunday don't come in Monday,1976 film by John Hershberger
works/79888,Children and abuse,1987 film
works/93484,El nino,2000 film by Peter Sellars
works/94022,Breaking bows & arrows,2001 film by Liz Thompson
works/87905,Rights from the heart. Part 3,1998 film
works/70761,La Trobe Cottage,1965 film by John Kingsford-Smith
works/88370,Verbal communication: the power of words,1981 film by Stephen Judson
works/78809,Love Della,1986 film by Graeme Wood
works/77656,Keeping time,1983 film
works/111256,The Lane game,2007 film
works/91048,Breeding for milk,1947 film by Jack Gowers
works/119243,Men in white,2007 film
works/93088,Divorce,1993 film by Wang Haowei
works/98210,Learning about water,1975 film
works/96959,Red Sunday: the story of the Battle of Little Big Horn,1975 film by James B. Kelly
works/78037,The Spirit of Giant Mountain and a shrew,1979 film by Zdenek Vins
works/96007,Time to remember: 1915 - your country needs you,1966 film
works/98842,"Indian crafts: Hopi, Navajo and Iroquois",1980 film by Nancy Creedman
works/109315,ACMI Presentation: Emily Weil,film
works/98532,Baked bean story,1980 film
works/77367,The Little drummer boy. Book II,1976 film
works/109685,Jay Jays: Eve,2004 film
works/75568,C.E.P. What's that Got to Do with Being Here?,1979 film
works/66472,Craft in the cowshed,1964 film by Jack Rogers
works/73450,TV news: measure of the medium,1969 film by Shelby Newhouse
works/75112,The Striker,1978 film by Terry Ryan
works/75842,Such a stupid way to die,1971 film by Philip McDonald
works/66049,A Children's Fable,1970 film
works/82131,Learning,1989 film
works/79939,Tuvalu,1988 film
works/76585,Best horse,1979 film by Stephen Gyllenhaal
works/82304,Ceremonial ground painting: Aboriginal women artists from Papunya,1988 film by Ian Stocks
works/79113,Glitterball,1986 film
works/77435,Glass curtain,1990 film
works/80819,After the Warming,1991 film by Mike Slee
works/77715,V for victory,1941 film by Norman McLaren
works/69332,Just weeds,1944 film by Sol Dworkin
works/76135,Shooting,1973 film by Sal Lanza
works/85258,Independent living centre,1986 film
works/117378,"Hope, inspiration and determination",2011 film
works/69973,Mackintosh 1868-1928,1969 film by Murray Grigor
works/82732,Civil War and reconstruction: 1861-1877,1965 film
works/70340,Mexico in the 70's: heritage and progress,1971 film
works/109979,Divide,2004 film
works/79122,Thin end of the wedge,film
works/73206,Stone into steel,1960 film by Paul Dickson
works/92025,Belch,1995 film by Lesley Pinder
works/96548,Between rational numbers,1970 film
works/73433,Symphony of life,1954 film
works/74689,Where there's a will: dental health,1961 film
works/109370,Go this way,film
works/97939,Who protects the worker?,1979 film by Graham Massey
works/72487,Satyajit Ray: creative artist of India,1965 film by B.D. Garga
works/64878,Are you listening?,1980 film by William Fitzwater
works/109328,Cowsquad - C.I.B.: Cow Investigation Bureau,2003 film
works/75008,You don't have to be mad,1979 film by Greg Reading
works/71506,Peter May,1962 film
works/68091,Glove puppetry - Painting and dressing,1962 film
works/77563,Game plan for survival,1978 film
works/79594,Prelude,1983 film
works/66855,Documentary of achievement,1945 film
works/88806,One man's hunger,1963 film by Bill Morton
works/72948,Soap: how it is made,1955 film
works/116753,"Motion pictures produced by American Mutoscope and Biograph Company, 1903-1904",1903-1904 film
works/97275,Geyser Valley,1972 film
works/67471,The Fight game,1948 film
works/99263,What should happen?: investigating community decision making,1989 film by James Mann
works/91123,Leigh Mardon,film by Leon Szarski
works/115806,Meet again after 20 years,1984 film by Xiaohua Shi
works/83902,The Kid; Three men in a tub,1921 film by Charles Chaplin
works/69495,Landscape in stamps,1977 film by Michael Reeves
works/108731,Kill the day,1996 film by Lynne Ramsey
works/65663,Building houses,1951 film
works/77342,Chardin and the female image,1979 film
works/98854,Hydatids: a cycle to break,1983 film
works/91818,Blaze away,1922 film by Hal Roach
works/68014,Mirror of Germany. No. 297,1979 film
works/71217,Oriental brushwork,1954 film
works/72659,A Sense of involvement,1976 film by David Sims
works/67260,Every five minutes,1951 film by Max Anderson
works/90961,Inter-varsity rifle match,1959 film
works/87579,Mirror of Germany. No. 256,1976 film
works/99228,We don't make him special,1986 film by Peter Brighton
works/87354,Weight and circuit training,1978 film by Brian Hannant
works/64969,Ask an Australian about driving,1975 film by Kay Roberts
works/111018,Out of Alice,FEB 2007 film
works/90383,How black is black,film by Jade Woods
works/72114,The Refiners fire,1969 film
works/109757,The Outsider,2003 film
works/84319,Motivating people in today's workplace,1994 film
works/78006,Wolf pack,1974 film by Bill Mason
works/110021,Op shops of our town,2004 film
works/74292,Various sports,1976 film
works/64675,All that mighty heart,film by R.K. Neilson Baxter
works/78047,This is working,1983 film by Keith Gow
works/97028,Fergi builds a business: Fergi goes inc.,1977 film by John Cosgrove
works/64781,Animals and Pam,1968 film by Ralph Helfer
works/75752,The Promise of the city,1975 film
works/77028,Distance Running,1981 film
works/78203,Australian Energy Outlook,1983 film
works/66597,Danish gymnastics,1955 film
works/88599,Prelude to fractions,1950 film
works/72188,Return to life,1960 film by John Krish
works/70452,Mirror of Germany. No. 203,1971 film
works/68637,How to gromble a flub,1977 film by Ron Saunders
works/78072,Firelight,1976 film by Paul Bochner
works/95666,How motion pictures move and talk,film
works/69397,Clean Up,film
works/98811,Chicago's modern architecture,1984 film by George Barford
works/114193,Caffe Amore,2003 film
works/116613,Marco Solo,2003 film by Adrian Bosich
works/69190,"Jakob Gimpel, pianist: program No. 13",1948 film by Paul Gordon
works/109778,Interiors,2003 film by Jessie Scott
works/92045,Sydney Harbour Bridge. Bondi. Ayers Rock,film by Paul Winkler
works/73955,Tracing the spread of infection,1949 film by Michael Clarke
works/68364,Health service in Britain,1961 film
works/69496,Language,1972 film by Glen Howard
works/85022,Boffins. - Volume 1.,1994 film by Ian Munro
works/95789,Breath of life,1962 film
works/79949,Efftee's Australia,1930 film
works/85096,Identifying and dealing with job burnout: trainers manual,1995 film
works/87842,The Butler,1996 film by Anna Kannava
works/75563,The Detour,1977 film by Shelby Leverington
works/110754,Changing days,2005 film
works/70807,Neorealism,1972 film
works/83327,Lord of the bush,1990 film by Tom Zubrycki
works/73705,Third secretary,1967 film by Robert Kingsbury
works/79304,Snub Music Magazine,1988 film
works/69846,Living with dust,1974 film by Loren Kallsen
works/75461,Hassles,1977 film by Jason Ollivier
works/88248,AIM Centre RMIT: student work 1995-1996,film
works/89998,Pig iron to steel,1927 film
works/89024,Never a dull moment,1980 film by Peter Campbell
works/77848,Ballad to Cornwallis,1975 film by Diane Beaudry
works/115665,Ivan Groznyi,1947 film by Sergei Eisenstein
works/110518,The Creepy Crawley's,2001 film by Beck Cole
works/74266,Advanced science: vacuum practice,1958 film
works/65617,The British colonies,1957 film
works/66473,Crafts of My Province,film
works/68541,Hong Kong today,1959 film
works/108049,From the ladle to the grave,1995 film
works/65782,Capacitors,1953 film by John Durst
works/66755,Developmental aspects of play,1972 film by Peter Sisam
works/69731,Light waves and their uses,1938 film
works/90506,Super 8 1/2: a cautionary bio-pic,1994 film
works/76089,A Dylan Thomas memoir,1972 film by Bayley Silleck
works/72966,Softball for girls,1948 film
works/89086,Sugar bowl island,1957 film
works/73341,Successful instruction - an illustrated lecture,1956 film by T.L. Rich
works/88021,Dumbo: a lesson in being prepared,1981 film by Philip Abbott
works/86393,Paderewski playing - Chopin's Polonaise,1950 film
works/86423,Tropical Beat,1995 film by Bill Leimbach
works/90404,Wild life in bushland,1940 film
works/99237,Cervical cancer,1987 film by Russell Kightley
works/65499,Blood is life,1957 film
works/68382,Heat treatment of aluminum. Part 1,1945 film by F.E. Brooker
works/97303,It's easy to criticize,1978 film
works/121872,Jacinda,film
works/70796,Nebule,1974 film by Bernard Longpre
works/65972,Charles Rennie Mackintosh,1965 film
works/76954,Computers in engineering,1980 film
works/110281,Dancing again,2005 film
works/71728,Post script to empire,1961 film by Michael Alexander
works/66437,Cough and you'll deafen thousands,1972 film
works/83710,Steam across the mountains: the story of the Zig Zag Railway,1992 film by Nick A'Hern
works/91050,Adventure on,1956 film by Tom Stobart
works/98592,Camera,1984 film
works/67542,First aid action,1973 film
works/68462,High temperature research,1963 film by David W. Ridgway
works/114349,Small town girl,2007 film
works/69377,Kew Gardens,1960 film
works/89743,RAAF Record. Newsreel No. 02,1953 film
works/88383,McLibel: two worlds collide,1999 film
works/96791,Night people's day,1971 film by Bob Kurtz
works/85139,Streetlife,1995 film
works/116661,An Interview with Norm Smithells,MAY 2009 film
works/91155,Bill Henson: dreams of darkness,1996 film by Philippe Marie Charluet
works/97305,African carving: a Dogon Kanaga mask,1974 film
works/77945,The Marshall Islands: Living with the bomb,1984 film
works/85939,The Development of communication,1942 film
works/109022,The Age of reason,2002 film by Shane Ingram
works/119632,Hubby gets a Hobby,1947 film by Keith Greenwood
works/91269,Mont Blanc: the fool killer,1930 film by Frederick Burlingham
works/90677,Make the Most of Your Roast,1965 film
works/86282,Dunderklumpen,1979 film by Paulette Rubinstein
works/67084,Electro-magnetic waves. Part 2. Properties and behaviour of electro-magnetic waves,1964 film by Alex Strasser
works/75435,Big Game Fishing in Australia,film
works/73406,Survival of spaceship earth,1972 film by Dirk Summers
works/86296,R.A.N. ashore and afloat: it's the navy,1953 film
works/71390,Path to nationhood,1964 film
works/90563,"Sun, surf and sand",1995 film
works/73023,Soundscape,1979 film by Adele Sztar
works/85503,Equal to the task,1963 film
works/91719,France panorama.,1969 film
works/89087,Surgery of varicose veins and ulceration,1959 film
works/94835,Naqoyqatsi: life as war,2002 film by Godfrey Reggio
works/80461,Computer Graphics Special,1986 film
works/72205,The River Rhone in Switzerland,1973 film
works/74036,Trout country,1967 film by Fred Clarke
works/83227,We grow here,1988 film by Kerry O'Rourke
works/75587,The Living rain forest,1972 film
works/71370,"Part time parent, full time job",1975 film
works/74127,Two views on socialism,1950 film
works/83822,Cameraman,1984 film by Colin Edlred
works/89953,Pass it on,1981 film
works/78906,Identifying Fire Hazards,1988 film
works/73950,Town planning: the master plan,1958 film by Louis Portugais
works/80350,The Flight of the Snow Geese,1978 film
works/85932,Deadly Australians. Episodes 3&4,1994 film
works/116892,Compression,2010 film
works/76248,Wild life refuge,1961 film
works/97794,Physical education activities for the classroom,1978 film by Ian Andrews
works/99072,Here's to your health: health for youth,1987 film
works/82814,Patterns of subsistence: the food producers,1983 film by Harry Ratner
works/77685,Stress and you: learning to cope,1978 film by Herbert Long
works/64788,Animals of the rocky shore,1958 film by J.V. Durden
works/70730,The Mysteries of blood: haemostasis and blood coagulation,1962 film by Masami Sugiyama
works/108039,Rachel Strickland presentation 2000-06-26,26 JUN 2000 film
works/65497,Blood can work miracles,1961 film
works/71670,Ploughing by steam,1977 film
works/94586,Phil's case,1987 film
works/69080,Investment planning,1968 film by David Hargreaves
works/75351,Bijan,1977 film by Chris Noonan
works/71722,Ports of industrial Scandinava,1949 film by Bill Colleran
works/75358,Swami Shyam,1977 film by Chris Noonan
works/76579,Just like other kids: Ramona Marsh,1981 film by James Ricketson
works/98962,Show me English: the job interview,1986 film by Jeff Spencer
works/72141,Rendezvous with destiny,1968 film
works/94479,Auslan for families,2000 film by Raffi Ghazarian
works/70451,Mirror of Germany. No. 202,1971 film
works/79810,The Man who planted trees,1987 film by Frederic Back
works/71221,Origin of land plants: liverworts and mosses,1962 film
works/110094,Supersoccer,2005 film
works/66368,Control by budgeting,1967 film
works/108574,Morris loves Jack,1978 film by Sonia Hofmann
works/76909,Francesco the potter,1978 film by Fred Harris
works/73283,Strangers in their own land,1979 film
works/68566,Hospital team in action,1960 film by Michael Luke
works/98297,The Best of zoom Martha,1979 film
works/68008,Mirror of Germany. No. 291,1979 film
works/83507,Media matters: an easy guide to getting media coverage,1991 film
works/75308,It's as easy as selling candy to a baby,1970 film
works/77222,Composition and function of blood,1976 film
works/115764,Liao Zhongkai: a close friend of Sun Yat-sen,1983 film by Tang Xiaodan
works/109809,Isolated but not Alone,2005 film
works/75956,The Living lakes,1972 film
works/97482,Learning about reptiles,1979 film
works/66981,Early interactions,1975 film
works/66062,Child's play: window on development,1976 film
works/97374,Painting time,1973 film by David Vogt
works/92042,Country comfort,1996 film by Adolfo Cruzado
works/67216,Epilepsy: a label for life,1975 film
works/110534,A Park for all seasons,2006 film
works/117914,Spotlights: Tony Ayres,2020 film
works/74556,We discovered North Norway,1968 film
works/79651,Hearing,1975 film by John Burder
works/67920,The Future of alternative technology,1975 film
works/78131,Melbourne Cup 1896,1896 film
works/79325,The Mark of the Hand : Aubrey Williams,1986 film
works/117202,Embracing difference: supporting autism in Mansfield,2011 film by Jessica Scott
works/107998,Pat Norman interview,film
works/71863,"Problem method, defining the problem",1955 film by George L. George
works/77369,Rodale's rediscovering herbs,1981 film by Robin Miller
works/69104,A is for architecture,1959 film by Robert Verrall
works/66565,Daguerre: the birth of photography,1970 film
works/99335,The Role of government in the Australian economy,1987 film
works/71329,Painting with flowers,1950 film
works/77096,A Disappearing trick,1975 film by Ivor Wood
works/73377,Superfluid helium,1977 film by Jack F. Allen
works/97348,Cambridgeshire communities: an economic way to provide community education,1979 film
works/97376,Arab identity: who are the Arabs?,1976 film by Anthony Thomas
works/77779,A Wife among wives: notes on Turkana marriage,1981 film
works/82220,Exiles of love,1992 film by Toby Kalitowski
works/74210,University: 900 years of inter-university co-operation in Europe,1967 film by Zbigniew Bochenek
works/79183,Magic Orchard,1982 film
works/68187,Great Lakes,1941 film
works/73168,A Start in life,1944 film by Brian Smith
works/87281,Help yourself to a better back,1999 film
works/67832,The French 'U',film by Mary Field
works/65401,The Big day,1976 film by Chris Fitchett
works/95980,Eclipses of the sun and moon,1963 film
works/67140,En bateau,1952 film by Jean Mitry
works/71711,Portrait of a gallery,1977 film by John Sexton
works/92343,Salt,2000 film
works/73559,Teaching young children,1949 film by Jane Massy
works/73717,This is China,1946 film
works/69415,Kip and David. Episode 01,1964 film
works/94777,The Oath and the man: a story of the French Revolution,1910 film by D.W. Griffith
works/71344,Paper chain,1958 film by James Hill
works/82953,The Tightrope of power,1992 film
works/64787,Animals of Australia,1979 film
works/98386,Maths at home,1981 film
works/80289,Sailing the Greek Isles,1987 film by Scott Lambert
works/108633,City of spare parts,2000 film
works/82382,The Diary of Anne Frank. A Separate peace by John Knowles,1990 film
works/76856,"The Man, the snake and the fox",1978 film by Tony Snowsill
works/65153,Australia's platypus,1950 film by Lex Halliday
works/99374,Kiewa catchment farm tree group: a community in action,1988 film by Ian Blythman
works/78627,Stories at school,1986 film
works/98582,The Housefly. - 3rd ed.,1982 film
works/97792,Safety: in danger out of doors,"1978 film by Karl H. Dempwolf, S.M. Tapper"
works/67537,Fire vs fire,1969 film
works/117677,Novo,2015 film
works/119742,Titles in Analects of Kung Phu,film
works/70081,Man for the job,1968 film by Margaret Smith
works/65707,By the seat of our pants,1978 film by Peter Monger
works/98223,Molecular biology,1981 film
works/69990,The Magic machines & other tricks,1969 film by Bob Curtis
works/86195,Human and animal beginnings,1966 film by Curtis Avery
works/69774,How to read plays,1952 film
works/74641,What psychologists do,1973 film
works/85433,Sharing the fruits of progress,1990 film by Roy Chin
works/94589,What's the problem?,1978 film
works/67288,Experience necessary,1971 film
works/92531,Falling cats,1995 film by Andrew Horne
works/88720,Hams that couldn't be cured,1948 film by Walter Lantz
works/78917,Hearing,1988 film
works/85724,The Man and the giant: an Eskimo legend,1975 film by Co Hoedeman
works/89409,Bangers. Feeling sexy,1998 film
works/70296,Men at work,1953 film by Donald Peters
works/73594,Television receivers,1953 film
works/75603,William Buelow Gould,1980 film
works/78049,We did it!: South Australia,1983 film by Keith Gow
works/79284,Dax's Case,1985 film
works/78008,An Unremarkable birth,1978 film by Diane Beaudry
works/110797,Embracing the not-so-beautiful,2006 film
works/64770,Animated geometry: the angle at the circumference,film by T.L. Nicolet
works/97829,Global energy game,1978 film by Paul Galan
works/97857,The Care we take,1980 film by Tim Sullivan
works/88615,Deliverance,1972 film by John Boorman
works/96229,Australian diary. No. 111,1960 film
works/69365,The Keeping of the green,1972 film by Joe O'Brien
works/77722,Conditioning the young athlete,1982 film by Barton Cox
works/71490,Personal Hygiene For Boys,1971 film
works/68799,Impressionism,1957 film by Wayne Thiebaud
works/73273,The Stowaway,1960 film by Grant Crabtree
works/93082,Enya: Moonshadows,1991 film by Michael Geoghegan
works/83953,So help me God,1993 film by Jenny Brockie
works/99384,Preparing and conducting an interview,1990 film by Justin Shortal
works/77282,It's a great life,1980 film by Jeffrey A. Burns
works/98656,What is PKU?,1983 film
works/70693,The Music child. Parts 1 and 2,1976 film by David Allen Parry
works/73706,The Third side,1950 film
works/89879,Lacombe Lucien,1974 film by Louis Malle
works/75041,Your house and mine,1958 film by Peter McIntyre
